sample	EX_12ppd_S(e)	EX_26dap_M(e)	EX_2obut(e)	EX_4abut(e)	EX_Ser_Thr(e)	EX_T_antigen(e)	EX_Tn_antigen(e)	EX_ac(e)	EX_acald(e)	EX_acgal(e)	EX_acgam(e)	EX_acnam(e)	EX_ade(e)	EX_adn(e)	EX_ala_L(e)	EX_alaasp(e)	EX_alagln(e)	EX_alaglu(e)	EX_alagly(e)	EX_alahis(e)	EX_alaleu(e)	EX_alathr(e)	EX_arbt(e)	EX_asn_L(e)	EX_asp_L(e)	EX_btn(e)	EX_ca2(e)	EX_cd2(e)	EX_cgly(e)	EX_chtbs(e)	EX_cl(e)	EX_co2(e)	EX_cobalt2(e)	EX_core2(e)	EX_core3(e)	EX_core4(e)	EX_core5(e)	EX_core6(e)	EX_core7(e)	EX_core8(e)	EX_csn(e)	EX_cu2(e)	EX_cys_L(e)	EX_cytd(e)	EX_dad_2(e)	EX_ddca(e)	EX_dgsn(e)	EX_dsT_antigen(e)	EX_etoh(e)	EX_f1a(e)	EX_fe2(e)	EX_fe3(e)	EX_fecrm(e)	EX_for(e)	EX_fru(e)	EX_fuc_L(e)	EX_gal(e)	EX_galt(e)	EX_gam(e)	EX_glc_D(e)	EX_gln_L(e)	EX_glu_L(e)	EX_gly(e)	EX_glyasn(e)	EX_glyasp(e)	EX_glyc(e)	EX_glycys(e)	EX_glygln(e)	EX_glyglu(e)	EX_glyleu(e)	EX_glymet(e)	EX_glyphe(e)	EX_glypro(e)	EX_glytyr(e)	EX_gncore1(e)	EX_gncore2(e)	EX_h(e)	EX_h2(e)	EX_h2s(e)	EX_hdca(e)	EX_hg2(e)	EX_his_L(e)	EX_ind3ac(e)	EX_indole(e)	EX_ins(e)	EX_k(e)	EX_lac_D(e)	EX_leu_L(e)	EX_lys_L(e)	EX_malt(e)	EX_man(e)	EX_met_L(e)	EX_metala(e)	EX_mg2(e)	EX_mn2(e)	EX_mnl(e)	EX_mqn8(e)	EX_nac(e)	EX_nh4(e)	EX_ocdca(e)	EX_ocdcea(e)	EX_orn(e)	EX_pb(e)	EX_phe_L(e)	EX_pheme(e)	EX_pi(e)	EX_ppa(e)	EX_ppi(e)	EX_pro_L(e)	EX_q8(e)	EX_sT_antigen(e)	EX_sTn_antigen(e)	EX_salcn(e)	EX_sbt_D(e)	EX_ser_L(e)	EX_so4(e)	EX_spmd(e)	EX_succ(e)	EX_sucr(e)	EX_thm(e)	EX_thr_L(e)	EX_thymd(e)	EX_tre(e)	EX_ttdca(e)	EX_tyr_L(e)	EX_ura(e)	EX_uri(e)	EX_xyl_D(e)	EX_zn2(e)	EX_arab_L(e)	EX_aso3(e)	EX_aso4(e)	EX_bhb(e)	EX_but(e)	EX_cellb(e)	EX_chol(e)	EX_chols(e)	EX_crn(e)	EX_cro4(e)	EX_gcald(e)	EX_glyb(e)	EX_glyc3p(e)	EX_hxan(e)	EX_kesto(e)	EX_kestopt(e)	EX_kestottr(e)	EX_lac_L(e)	EX_mantr(e)	EX_melib(e)	EX_met_D(e)	EX_metsox_R_L(e)	EX_metsox_S_L(e)	EX_na1(e)	EX_oxa(e)	EX_ptrc(e)	EX_pydam(e)	EX_pydx(e)	EX_pydxn(e)	EX_raffin(e)	EX_ribflv(e)	EX_strch1(e)	EX_strch2(e)	EX_stys(e)	EX_urea(e)	EX_xan(e)	EX_7dhcdchol(e)	EX_7ocholate(e)	EX_C02528(e)	EX_Tyr_ggn(e)	EX_adocbl(e)	EX_amylopect900(e)	EX_amylose300(e)	EX_arabinoxyl(e)	EX_arabttr(e)	EX_arsenb(e)	EX_cbl1(e)	EX_cbl2(e)	EX_cholate(e)	EX_cit(e)	EX_ctbt(e)	EX_dcyt(e)	EX_dgchol(e)	EX_din(e)	EX_duri(e)	EX_galur(e)	EX_gbbtn(e)	EX_gchola(e)	EX_glcur(e)	EX_glygn2(e)	EX_glygn4(e)	EX_glygn5(e)	EX_gsn(e)	EX_inulin(e)	EX_isobut(e)	EX_isocapr(e)	EX_isoval(e)	EX_lcts(e)	EX_malttr(e)	EX_no2(e)	EX_pac(e)	EX_sheme(e)	EX_taur(e)	EX_tchola(e)	EX_tdchola(e)	EX_trp_L(e)	EX_tsul(e)	EX_val_L(e)	EX_2omfuc(e)	EX_2omxyl(e)	EX_3ddlhept(e)	EX_acerA(e)	EX_acgalglcur(e)	EX_acgalidour(e)	EX_acgalidour2s(e)	EX_apio-D(e)	EX_arabinan101(e)	EX_arabinogal(e)	EX_arg_L(e)	EX_cspg_a(e)	EX_cspg_a_degr(e)	EX_cspg_ab_rest(e)	EX_cspg_b(e)	EX_cspg_b_degr(e)	EX_cspg_c(e)	EX_cspg_c_degr(e)	EX_cspg_c_rest(e)	EX_dextran40(e)	EX_gam26s(e)	EX_ha(e)	EX_ha_deg1(e)	EX_ha_pre1(e)	EX_homogal(e)	EX_hspg(e)	EX_hspg_degr_1(e)	EX_hspg_degr_10(e)	EX_hspg_degr_11(e)	EX_hspg_degr_12(e)	EX_hspg_degr_13(e)	EX_hspg_degr_14(e)	EX_hspg_degr_15(e)	EX_hspg_degr_2(e)	EX_hspg_degr_3(e)	EX_hspg_degr_4(e)	EX_hspg_degr_5(e)	EX_hspg_degr_6(e)	EX_hspg_degr_7(e)	EX_hspg_degr_8(e)	EX_hspg_degr_9(e)	EX_hspg_rest(e)	EX_idour(e)	EX_kdo(e)	EX_levan1000(e)	EX_levanb(e)	EX_levanttr(e)	EX_levantttr(e)	EX_mannan(e)	EX_meoh(e)	EX_pect(e)	EX_pecticgal(e)	EX_phenol(e)	EX_pullulan1200(e)	EX_rhamnogalurI(e)	EX_rhamnogalurII(e)	EX_rib_D(e)	EX_rmn(e)	EX_4abz(e)	EX_5mthf(e)	EX_dextrin(e)	EX_fol(e)	EX_ile_L(e)	EX_malthx(e)	EX_mqn7(e)	EX_pnto_R(e)	EX_starch1200(e)	EX_thf(e)	EX_xylan(e)	EX_drib(e)	EX_fum(e)	EX_nmn(e)	EX_12dhchol(e)	EX_etha(e)	EX_pppn(e)	EX_pyr(e)	EX_12dgr180(e)	EX_3mop(e)	EX_4hbz(e)	EX_Lcystin(e)	EX_gthox(e)	EX_gthrd(e)	EX_gua(e)	EX_no3(e)	EX_rbflvrd(e)	EX_tym(e)	EX_13ppd(e)	EX_34dhpha(e)	EX_3hphac(e)	EX_Lcyst(e)	EX_akg(e)	EX_ala_D(e)	EX_alltn(e)	EX_butso3(e)	EX_ethso3(e)	EX_glcn(e)	EX_hexs(e)	EX_isetac(e)	EX_mal_L(e)	EX_mops(e)	EX_mso3(e)	EX_ser_D(e)	EX_sulfac(e)	EX_galmannan(e)	EX_glcmannan(e)	EX_o2(e)
	(s)-propane-1,2-diol	meso-2,6-diaminohept	2-oxobutanoate	4-aminobutanoate	protein-linked serin	t antigen (core 1)	tn antigen	acetate	acetaldehyde	n-acetyl-d-galactosa	n-acetyl-d-glucosami	n-acetylneuraminate	adenine	adenosine	l-alanine	l-alanyl-l-aspartate	l-alanyl-l-glutamine	l-alanyl-l-glutamate	l-alanylglycine	l-alanyl-l-histidine	l-alanyl-l-leucine	l-alanyl-l-threonine	arbutin	l-asparagine	l-aspartate(1-)	biotin	calcium(2+)	cadmium	l-cysteinylglycine	n,n-diacetylchitobio	chloride	carbon dioxide	co2+	core 2	core 3	core 4	core 5	core 6	core 7	core 8	cytosine	cu2+	l-cysteine	cytidine	2-deoxyadenosine	laurate	deoxyguanosine	disialyl-t antigen	ethanol	f1alpha	fe2+	fe3+	ferrichrome	formate	d-fructose	l-fucose	d-galactose	galactitol	d-glucosamine	d-glucose	l-glutamine	l-glutamate(1-)	glycine	glycyl-l-asparagine	glycyl-l-aspartate	glycerol	gly-cys	glycyl-l-glutamine	glycyl-l-glutamate	glycylleucine	glycyl-l-methionine	glycylphenylalanine	glycylproline	glycyl-l-tyrosine	glcnac-alpha-1,4-cor	glcnac-alpha-1,4-cor	proton	hydrogen	hydrogen sulfide	hexadecanoate (n-c16	hg2+	l-histidine	indole-3-acetate	indole	inosine	potassium	(r)-lactate	l-leucine	l-lysinium(1+)	maltose	d-mannose	l-methionine	l-methionyl-l-alanin	magnesium	mn2+	d-mannitol	menaquinone 8	nicotinate	ammonium	octadecanoate (n-c18	octadecenoate (n-c18	ornithine	lead	l-phenylalanine	protoheme	hydrogenphosphate	propionate	diphosphate	l-proline	ubiquinone-8	sialyl-t antigen	sialyl-tn antigen	salicin	d-glucitol	l-serine	sulfate	spermidine	succinate	sucrose	thiamin	l-threonine	thymidine	trehalose	tetradecanoate (n-c1	l-tyrosine	uracil	uridine	aldehydo-d-xylose	zinc	l-arabinose	arsenite	arsenate	(r)-3-hydroxybutyrat	butyrate	cellobiose	choline	choline sulfate	l-carnitine	chromate	glycolaldehyde	glycine betaine	glycerol 3-phosphate	hypoxanthine	kestose (2 fru, 1 gl	kestopentaose (4 fru	kestotetraose (3 fru	(s)-lactate	mannotriose (beta-1,	melibiose	d-methionine	l-methionine-r-sulfo	l-methionine sulfoxi	sodium	oxalate(2-)	putrescine	pyridoxamine	pyridoxal	pyridoxine	raffinose	riboflavin	starch, structure 1 	starch, structure 2 	stachyose	urea	xanthine	7-dehydrochenodeoxyc	3alpha,12alpha-dihyd	chenodeoxycholate	tyr-194 of apo-glyco	adenosylcobalamin	amylopectin, 900 rep	amylose (n=300 repea	arabinoxylan, 30 xyl	arabinotriose	arsenobetaine	cob(i)alamin	cob(ii)alamin	cholate	citrate	crotonobetaine	deoxycytidine	glycochenodeoxychola	deoxyinosine	deoxyuridine	d-galacturonate	gamma-butyrobetaine	glycocholate	d-glucuronate	glycogen, structure 	glycogen, structure 	glycogen, structure 	guanosine	chicory inulin, 30 m	isobutyrate, 2-methy	isocaproate	isovalerate, 3-methy	lactose	maltotriose	nitrite	phenylacetate	siroheme	taurine	taurocholate	taurochenodeoxychola	l-tryptophan	thiosulfate(2-)	l-valine	2-o-methylfucose (ra	2-o-methylxylose (ra	3-deoxy-d-lyxo-heptu	aceric acid (3-c-car	dimer galnac-glca	dimer galnac-idoa	dimer galnac-idoa2s	d-apiose (rare sugar	arabinan, polymer of	larch arabinogalacta	l-argininium(1+)	chondroitin sulfate 	dimer galnac4s-glca	not degradable produ	chondroitin sulfate 	dimer galnac4s-idoa2	chondroitin sulfate 	dimer galnac6s-glca	not degradable produ	dextran 40, 1,6-alph	glucosamine 2,6-sulf	hyaluronan	hyaluronan degradati	hyaluronan biosynthe	homogalacturonan, 10	heparan sulfate prot	product 1 heparl1_e,	product as3tase_hs2,	product gam2stase_hs	product glcnacase_hs	product glcaase_hs, 	product glcnacase_hs	product idourase_hs3	product 2 heparl1_e,	product idourase_hs1	product as6tase_hs1,	product as3tase_hs1,	product gam2stase_hs	product is2tase_hs1,	product idourase_hs2	product as6tase_hs2,	undegradable product	l-iduronate	3-deoxy-d-manno-2-oc	levan, 1000 fructose	levanbiose	levantriose	levantetraose	alpha-mannan, yeast,	methanol	pectins	pectic galactan (pot	phenol	pullulan (n=1200 rep	potato rhamnogalactu	wine rhamnogalacturo	d-ribose	l-rhamnose	4-aminobenzoate	5-methyltetrahydrofo	dextrin	folate	l-isoleucine	maltohexaose	menaquinone 7	(r)-pantothenate	starch n=1200 repeat	5,6,7,8-tetrahydrofo	oat spelt xylan, mw 	2-deoxy-d-ribose	fumarate	nmn	12-dehydrocholate	etha[c]	phenylpropanoate	pyruvate	1,2-diacyl-sn-glycer	3-methyl-2-oxopentan	4-hydroxybenzoate	l-cystine	oxidized glutathione	reduced glutathione	guanine	nitrate	reduced riboflavin	tyraminium	propane-1,3-diol	(3,4-dihydroxyphenyl	3-hydroxyphenylaceta	l-cysteate(1-)	2-oxoglutarate	d-alanine	allantoin	butanesulfonate	ethanesulfonate	d-gluconate	hexanesulfonate	isethionic acid	(s)-malate(2-)	3-(n-morpholino)prop	methanesulfonate	d-serine	sulfoacetate	carob galactomannan,	konjac glucomannan, 	Oxygen
sample_1	6.992152824648998	2.1027447722806447	0.81987517229506	0.17695871858246245	2.3589396318395766	0.49510638878936747	0.5960273602966037	2.1797658024583058	2.046116504935455	4.414577572219259	1.920790521745496	5.281625990649258	2.673856705051161	4.99821822152403	6.548746172514094	1.6243167296722896	2.89955462634243	2.142215880868778	4.134951389720202	1.5074988192217238	0.8734379790802856	2.4500301080114677	0.9219552822441254	0.7003677005644291	2.321564244341384	2.4730029503685915	1.803414937507461	0.939637323836061	0.22637997717565866	5.1039683268500875	3.6667229097223397	3.5341070149915708	6.933177880993005	2.0944669129856175	2.2221025942289043	2.0717282848427865	1.5048681299781588	4.430226444675863	0.40232464126484957	1.0854605955911796	0.040898104717015354	0.3231812307923124	0.37667444355461965	1.6653330543062237	1.420178575789078	1.6425806928783735	4.1860154434647106	3.6243998566482376	6.14541774748167	4.856023872749444	2.2889309225466654	1.6383222756700506	4.0596186442867035	1.4854299128215263	7.907452491870944	6.0788352449129235	6.1123750365549165	3.2607912013708775	3.6355179448799344	6.220287352281467	1.8025929064034847	2.3509180489635533	1.7268033973418482	8.845073806006297	1.1802670346394974	4.507574386112564	0.1154417911761007	2.284393292796584	1.5612590204661674	3.075434315599857	7.056164700123569	10.648295029486759	3.7183503812331735	2.7888078267002894	0.3494063432714919	1.226125297007623	0.9789555280125969	0.8734375800563077	2.263810938217931	6.667080598526988	0.1742588817343273	4.326077597012509	2.1607577549408576	11.67131184383366	6.718058583166712	0.32824315380202906	0.9870630244056249	3.6714939418130186	0.8447976612204259	0.19840065273673688	4.834122206713769	0.2919699518545052	0.6140899099816786	5.4717832006892735	1.6283708967465313	1.5887468735885013	5.441247209629559	4.658944522854575	0.7448423600658237	6.234594479485539	1.1158280585728861	3.706905758314006	0.10079106058798507	3.9556637035445075	14.51623311066149	0.8306650121201729	1.2647342191322553	1.6353369935877486	6.445996666535992	1.8035471326752976	3.7806729800960066	1.2766321795031372	2.866122852523649	0.41627283219093664	0.4331388203874595	9.370930724495558	0.8322992157751764	1.7336583287886806	10.960039571167124	0.33780494315411774	3.0343035899099284	0.06571716120328983	5.404768317828517	1.1579787769209156	1.204759897862931	2.468110942545325	10.95775629856253	0.6117052114704219	2.9931273238526246	0.3193405568421968	0.6133295377584194	1.1514807480747034	3.8048282342265924	1.4609945162413127	9.619427185683831	1.96298388629442	0.909465833325991	1.2614676454962392	1.7271954904018432	0.5141857784689103	0.47658581507580267	2.422092475974101	0.20734546235763884	3.856802874619507	8.083114552619875	5.919142025933919	4.320745930920581	1.6626278303356936	2.3649087608872184	0.264568985824803	4.139280170113545	9.76484402951741	0.7884202396492401	0.1014377142581597	0.3837161749127405	0.8038662466579867	3.759719845574661	0.8192030452732058	0.2551540431715405	0.21027995729498147	0.6438469238490983	0.1929778708703675	0.7703293076589597	13.723260135542144	3.299251809737356	2.321485326529915	1.5243302773188636	8.225260519644266	4.495578397535355	0.04947712173006694	1.8915599298433987	12.331937446804119	0.5534799260354717	1.3057910384158744	1.0596497240531917	0.14755864941035418	0.3264800245846901	2.9699570074177837	17.055513646284872	2.4833180199361364	2.7906431008678263	3.7158288946206914	3.4611358354275774	0.24613143500721782	4.776782393120232	0.7535364347934143	0.06619986842399528	3.155422978715586	4.5595087007211985	6.717776767555528	2.5471458836114027	6.206981384496361	5.669919442458536	13.897078469175709	1.6742279033153906	4.455930292546875	1.0086326983085099	0.9593000121730432	0.7074767722071728	2.2737479791866413	2.0081827913235184	0.02346253101215445	0.36489752743171316	0.4794956138910584	9.299926868658424	8.71710298601704	1.863524588178015	0.33429707327830627	1.408805769141018	7.518442972684245	0.700785183479954	0.6615692511717622	2.3133809161427963	3.4030752264120663	0.12738194188376797	2.673855685088794	1.9308947831978713	0.4932777508328235	2.420025440116933	0.6715910742436183	1.538884995302328	0.9320042313046315	7.160242254849598	1.4386502881503314	1.3277440992751863	0.8794665315800391	1.537332646807249	6.027900735952089	4.327912860832799	1.8907408395155965	1.8225680736687841	5.674413796977392	1.7763138730191566	3.310684234911319	11.65729005351473	3.9099121038152167	3.5814011589374677	3.5815223374891088	3.3988266077234606	7.809719432864581	3.4116096762444625	7.605879601362257	1.7326180572578729	3.0631485253480286	7.815892219733532	1.4313276571405587	6.282382012826956	1.1878889365090703	8.53208380187778	7.873096435770406	0.5092559856835366	15.587580039119015	0.15869395925877136	2.0111303166227135	17.639253947933234	5.85323755428864	1.0588331158475592	0.04526140676502067	1.9907140289509235	1.9689505345114182	2.8833554499895984	2.6689077567865884	4.003286144102679	0.4341905310297513	3.186087286074449	1.2596099309482323	7.519475505859144	0.20996536652110537	1.1373613773485645	7.560856205952342	1.4290744497811807	4.4889406540739	2.869043808746107	2.8913336000150203	12.18899328365423	0.26138250842073757	4.372181688715072	0.4973650976441543	1.0785877020371275	0.263494709119425	4.896897877800648	1.1171431769596525	8.153396855092078	0.2410015541717972	0.3857782798390552	1.0209638972521722	9.471915612639265	1.8331293602127088	1.1065170517456568	2.428740199797412	4.048168893180439	3.464571761693337	3.3926581933304303	3.5204731823676827	2.1325074494971843	6.790818397921885	1.057337416774068	4.735275907014908	3.274263965393094	2.0351239447246896	2.401413745618719	8.1940183140071	9.183961503890975	1.6761026838335802	5.747150346979941	0.6741050805362258	0.38865816632292954	1.1087775146852972	2.629598378013575	0.15249393617256485	3.5281931817383807	11.753883519645532	0
sample_2	4.178742359390352	4.057220339369951	1.8308957605485676	0.5142363864221061	5.7701432538751325	1.0012374309020415	0.9218339469535692	3.4303309836422433	3.1922404056958524	0.37197308844268206	5.091082034823841	0.653632195448391	0.3564612770859728	7.635763487968527	0.43712295560622055	4.232881333413955	3.729193301795671	0.7106192677065801	6.856138398986634	2.8678113487358528	0.5988997587197448	0.5094504951498717	0.07350580242119358	2.862495815665827	6.52812768724061	1.710228171895598	7.229129996390073	5.336857431345217	6.043614892532177	1.1511869360439273	1.8691515595782555	4.85627153251839	1.4032862940448638	4.702120052949741	7.037325434791655	1.710358408276856	2.6808042562138685	5.2688732580422135	1.6871147998491958	0.6930190900316066	3.209738032000826	1.2882625984379588	2.556538820923761	3.0504786707112417	4.00889493095257	0.5862732073036433	0.26184329090893416	2.256504985041312	2.629437758158653	2.9526353726572476	2.0648690252933988	2.746879799719164	0.012469364523228678	0.01995129514748194	0.36454065815288333	2.2332111915676456	1.0227897114715605	0.16871096528007357	5.224322922534896	0.335077448622121	0.007854362423888374	1.59617118516526	3.395010768906494	10.783351983629865	2.6871627927808577	7.655932218666014	1.6538034118715244	4.80176969086519	18.116108903618187	1.220695973589337	4.571217341986358	4.096270635137611	2.5371808330056913	2.1585123169310103	3.4292669887331497	0.5850234507348628	4.891163149602009	1.4909243220312807	6.286278147927408	4.0908706173987	0.3876872847690557	1.658174711870041	0.6452383295385782	3.0051908889404517	7.573736704812106	8.47429320122972	4.135304108353283	2.461623636480711	5.9554167421593585	2.403315869015065	0.866029886131787	3.7659961124589296	1.3106233990895206	1.5190217743976702	2.5424946704215716	3.266601721938498	7.633151283547217	1.175487958421212	3.5562196203123007	5.246859228954729	4.130403162024542	0.167353642173855	7.463732005209201	6.007914055331788	8.509995335617143	4.833537880850463	2.2857166157511135	1.4822459600621096	0.5617874710314875	0.8267688501009689	6.068252518859653	1.2738224707838954	2.6656578598535408	1.3166760007922371	5.810392764908433	0.2734691883621892	2.035648892905047	1.5342715618266605	2.3443287933052814	1.6389966417569217	5.947051487008167	0.502718836542338	0.9742290201444687	3.2422541902072517	0.8655857363781712	1.2692681503644991	2.2003632408484166	10.060740963976096	9.147898009333439	0.16760632932023695	5.34068980237881	0.5801626823908818	5.627191233318261	0.05082515395110733	1.279486809603358	1.9738625289492913	1.8444578505291176	3.031607112133494	3.07797631619069	12.1281633224199	0.25110457633522054	0.19411725074608252	6.194755673336587	0.8147290238247749	1.1176859477489376	4.016117432201982	4.584819876949244	1.8238507240541642	10.459068140938113	5.047854148888387	0.5912212057358317	6.422598295809823	9.018408022657779	4.7275909340504185	6.8673067242164025	1.9807580179636197	0.39490600996341113	5.120765974570631	3.3614655774839473	6.480580191141149	7.694352355194149	10.424700823675373	0.3452685598360437	4.761378710784478	2.6656534994091587	0.6833925803082647	0.7160465822760163	3.505654858551264	4.8397666504858705	3.3798986431082634	0.4550150618288915	0.8218948821722386	3.4367420985672203	0.19354980956205237	3.7519571829499476	1.6537175623762892	0.2551569376356033	1.9287913589545285	3.30449248953675	4.331425062117546	2.0502470362191354	4.055844331045642	4.361328505058611	3.6300277475274836	0.5389968764145799	2.6273740571302984	1.9891598561709158	1.9399727791263854	4.012645416447373	2.676488851939139	4.66940946977705	9.904236893412994	1.7891372342136334	1.682377539167	3.7284121146213	7.01480768720932	1.0068602244732259	2.1040050443974314	14.395836323093862	0.7322791401891253	0.3692564607419393	1.1433718895576404	11.925329777821878	1.8194203229713073	2.3913429238744954	6.198076013481436	2.710176282972236	0.04920595190852792	0.5449468874451823	4.844448374714152	4.693814976726303	1.544229579902465	3.3996722188602413	1.5568264145793047	0.8965348704113016	2.274730140985564	1.9263530988907867	0.07202324948621311	2.166615279210877	1.7019283530769937	0.2416341036686025	1.4174801176671434	9.788846308566772	7.265849755248318	2.733084196999621	7.350457044573457	3.813599334095445	6.979372718667873	12.412335673905492	1.1728098205523019	0.44961296181625976	0.9922103842788266	0.4081548904847409	2.284859635268854	0.7048331844166211	6.23906520535424	0.47942925517412033	0.7049837779135323	2.2811872177150416	2.890354508540811	8.7684017752451	0.7630968529811131	5.615493745124839	4.668750439765536	1.6709787194146046	0.23851944557350238	4.482772967583305	6.947646098580123	4.4701901504509385	0.30609541814391245	0.6129323032248213	2.5475936359863223	1.6946011833231942	1.7339922144332471	14.067905476600117	0.09813808014626836	1.0823964595645672	4.754240045512682	1.0185517916817155	2.6693255562637765	1.061566324450645	0.012778827213622078	0.18161602289312906	5.698238852978432	3.8218531893045546	1.8781082166336664	2.3900024067804355	5.152202866332403	2.3428790433002575	8.569159667581296	3.6118818941360797	1.2784425606087562	1.5151523005203695	4.569994559107987	7.447346913018079	7.018734846233914	0.52707011679954	1.171708965906132	1.0632789979734563	3.3018934377055147	6.329702118382896	4.164831833720394	3.033987450691711	0.6624337404208547	2.2721830516957735	1.1457096985249846	4.432669664608605	0.21657861574403242	2.315932465785932	2.628238478102154	0.43065299453287265	2.51028411073759	1.9183165843697323	8.355058299620962	0.5827754395751782	1.0957586487749682	2.190710463164687	21.246674411115368	1.5104353747258936	4.600950276869628	3.653267218255683	0.6135871151933793	0.427797218590534	0.2538454405430156	0.38494275140710327	0.12181504732933678	4.596108535921986	1.602274055955184	1.7709791419065655	0.27177485416826774	2.040994840818399	2.4617699862959497	0
